ip,hits,online,tanggal
202.67.34.9,1,1378973833,2013-09-12
118.96.143.182,1,1378974255,2013-09-12
182.11.167.34,1,1378974289,2013-09-12
180.248.229.78,2,1378980896,2013-09-12
203.173.92.78,1,1378976658,2013-09-12
182.253.202.196,1,1378977930,2013-09-12
114.79.2.234,1,1378978987,2013-09-12
180.246.178.30,1,1378979558,2013-09-12
182.5.116.21,1,1378979733,2013-09-12
66.249.77.142,1,1378979778,2013-09-12
110.136.158.2,1,1378985241,2013-09-12
125.166.32.213,1,1378987096,2013-09-12
180.253.116.28,2,1378989176,2013-09-12
36.71.182.16,1,1378990048,2013-09-12
5.10.83.65,1,1378991269,2013-09-12
119.254.11.242,1,1378991519,2013-09-12
180.248.104.169,1,1378992590,2013-09-12
180.249.57.77,1,1378992755,2013-09-12
192.168.6.56,1,1378994427,2013-09-12
180.241.101.252,1,1378994517,2013-09-12
118.99.120.64,2,1378996697,2013-09-12
118.99.65.218,1,1378996168,2013-09-12
110.5.105.70,3,1378997652,2013-09-12
118.96.56.159,3,1378998461,2013-09-12
114.79.48.61,2,1378999531,2013-09-12
202.152.201.247,1,1379000530,2013-09-12
180.253.148.1,2,1379001237,2013-09-12
212.24.225.167,1,1379001156,2013-09-12
141.0.9.116,1,1379002286,2013-09-12
36.70.188.241,1,1379003427,2013-09-12
114.66.194.20,2,1379068411,2013-09-13
112.234.64.175,1,1379006500,2013-09-13
157.55.35.93,1,1379006874,2013-09-13
66.249.77.199,6,1379091557,2013-09-13
5.10.83.31,1,1379007688,2013-09-13
180.247.133.30,1,1379008820,2013-09-13
202.67.34.9,1,1379008821,2013-09-13
157.55.35.100,1,1379010014,2013-09-13
66.249.74.91,1,1379010406,2013-09-13
36.70.118.25,1,1379011954,2013-09-13
5.10.83.22,1,1379014771,2013-09-13
61.130.20.138,1,1379015167,2013-09-13
180.241.13.218,4,1379016274,2013-09-13
36.70.175.95,2,1379015780,2013-09-13
202.158.119.216,1,1379017794,2013-09-13
36.76.197.54,1,1379018648,2013-09-13
114.79.58.226,1,1379019052,2013-09-13
118.97.184.60,1,1379020591,2013-09-13
182.1.233.207,1,1379020785,2013-09-13
180.252.193.52,1,1379022314,2013-09-13
36.72.156.5,1,1379023722,2013-09-13
114.79.28.215,1,1379024394,2013-09-13
112.215.66.72,1,1379024813,2013-09-13
112.215.66.73,1,1379025701,2013-09-13
182.6.175.190,1,1379027744,2013-09-13
141.0.8.139,2,1379028883,2013-09-13
208.115.111.69,1,1379029482,2013-09-13
39.209.167.19,1,1379033167,2013-09-13
65.55.52.119,2,1379054938,2013-09-13
209.85.238.97,4,1379067893,2013-09-13
141.0.8.111,1,1379037799,2013-09-13
117.33.99.202,1,1379039733,2013-09-13
118.96.37.174,1,1379040833,2013-09-13
218.201.233.171,1,1379044371,2013-09-13
157.55.32.81,1,1379048878,2013-09-13
69.58.178.56,2,1379049271,2013-09-13
66.249.77.142,2,1379055957,2013-09-13
114.79.28.151,1,1379058359,2013-09-13
157.56.92.177,1,1379058433,2013-09-13
192.168.11.1,1,1379058588,2013-09-13
114.79.55.89,1,1379058616,2013-09-13
180.76.5.179,1,1379059410,2013-09-13
202.158.17.114,1,1379059507,2013-09-13
157.55.32.219,1,1379063096,2013-09-13
206.53.152.172,1,1379063618,2013-09-13
112.215.66.70,1,1379063718,2013-09-13
206.53.152.167,1,1379063774,2013-09-13
114.127.254.116,1,1379064035,2013-09-13
182.253.5.76,1,1379065388,2013-09-13
114.79.55.111,1,1379066811,2013-09-13
206.53.152.171,1,1379067334,2013-09-13
206.53.152.4,2,1379070631,2013-09-13
206.53.152.173,1,1379067773,2013-09-13
206.53.152.2,1,1379067886,2013-09-13
103.5.215.17,1,1379069294,2013-09-13
65.55.24.236,1,1379071379,2013-09-13
125.161.128.70,1,1379072497,2013-09-13
110.139.148.139,1,1379076255,2013-09-13
103.3.70.250,1,1379077497,2013-09-13
118.99.91.208,1,1379080571,2013-09-13
202.170.48.81,2,1379081446,2013-09-13
77.78.104.222,1,1379082682,2013-09-13
175.45.189.139,1,1379084239,2013-09-13
117.102.95.137,1,1379086640,2013-09-13
125.165.123.197,2,1379088234,2013-09-13
180.252.200.126,1,1379089083,2013-09-13
114.79.3.14,1,1379089408,2013-09-13
157.55.34.178,1,1379089608,2013-09-13
93.92.217.228,1,1379089943,2013-09-13
110.139.109.107,1,1379092294,2013-09-14
157.55.34.98,2,1379125138,2013-09-14
125.162.133.198,1,1379097150,2013-09-14
125.162.211.179,4,1379100815,2013-09-14
206.53.152.8,1,1379097695,2013-09-14
68.171.236.97,1,1379097895,2013-09-14
175.106.17.226,1,1379097941,2013-09-14
206.53.152.168,1,1379098078,2013-09-14
180.246.59.214,1,1379098361,2013-09-14
1.170.168.159,1,1379099437,2013-09-14
66.249.77.199,9,1379168470,2013-09-14
125.160.39.126,1,1379100388,2013-09-14
209.85.238.97,8,1379176364,2013-09-14
103.10.65.100,1,1379101847,2013-09-14
36.76.195.63,1,1379101851,2013-09-14
66.249.77.142,4,1379174639,2013-09-14
27.111.58.7,1,1379103667,2013-09-14
180.76.5.144,2,1379116884,2013-09-14
206.53.152.170,1,1379104768,2013-09-14
5.10.83.44,2,1379175047,2013-09-14
180.76.5.110,1,1379106319,2013-09-14
110.139.206.172,1,1379108064,2013-09-14
5.10.83.66,1,1379108356,2013-09-14
5.10.83.12,1,1379114042,2013-09-14
182.3.247.226,1,1379114720,2013-09-14
101.255.69.74,1,1379116708,2013-09-14
66.249.74.91,1,1379116817,2013-09-14
118.69.192.79,2,1379118423,2013-09-14
180.76.5.150,1,1379118824,2013-09-14
180.76.5.63,1,1379120618,2013-09-14
110.137.168.252,1,1379121221,2013-09-14
103.10.66.67,1,1379121504,2013-09-14
180.76.5.169,1,1379122330,2013-09-14
180.76.5.59,1,1379124052,2013-09-14
5.10.83.53,1,1379124686,2013-09-14
157.56.93.39,1,1379125060,2013-09-14
141.0.8.29,1,1379125094,2013-09-14
180.76.6.36,1,1379125844,2013-09-14
180.76.5.100,1,1379127590,2013-09-14
180.76.5.64,1,1379129298,2013-09-14
180.76.5.172,1,1379130844,2013-09-14
180.251.171.24,1,1379132309,2013-09-14
180.251.165.133,1,1379132584,2013-09-14
180.76.5.11,1,1379132715,2013-09-14
157.55.35.109,1,1379141185,2013-09-14
36.73.230.103,1,1379142285,2013-09-14
180.254.17.152,1,1379143361,2013-09-14
157.56.229.186,3,1379160686,2013-09-14
202.152.205.221,2,1379147259,2013-09-14
157.55.32.189,1,1379149894,2013-09-14
110.137.255.149,1,1379150283,2013-09-14
36.74.209.20,1,1379153943,2013-09-14
114.79.12.254,1,1379154052,2013-09-14
141.0.9.25,1,1379156753,2013-09-14
223.255.230.25,1,1379157897,2013-09-14
139.193.135.163,1,1379158324,2013-09-14
141.0.10.19,2,1379160170,2013-09-14
141.0.10.55,2,1379164045,2013-09-14
68.171.236.177,1,1379163033,2013-09-14
68.171.236.87,1,1379163293,2013-09-14
198.20.69.74,1,1379163381,2013-09-14
66.249.80.142,2,1379171160,2013-09-14
141.0.10.17,1,1379164575,2013-09-14
5.9.113.104,1,1379164818,2013-09-14
175.106.8.114,1,1379166103,2013-09-14
39.226.238.180,1,1379166972,2013-09-14
36.72.228.68,1,1379167143,2013-09-14
141.0.10.8,1,1379167378,2013-09-14
5.10.83.21,1,1379167658,2013-09-14
180.254.43.30,6,1379174337,2013-09-14
141.0.9.32,3,1379171880,2013-09-14
36.81.25.152,1,1379173792,2013-09-14
66.249.80.142,1,1379178711,2013-09-15
180.254.43.30,2,1379184044,2013-09-15
68.171.236.230,1,1379184722,2013-09-15
5.10.83.77,1,1379185737,2013-09-15
114.79.16.129,1,1379185762,2013-09-15
141.0.10.72,4,1379188793,2013-09-15
202.152.202.88,1,1379189561,2013-09-15
66.249.77.142,5,1379250227,2013-09-15
36.76.141.123,1,1379193248,2013-09-15
119.62.70.66,1,1379193505,2013-09-15
27.111.50.184,4,1379195134,2013-09-15
202.67.43.9,1,1379194464,2013-09-15
5.10.83.81,1,1379194849,2013-09-15
5.10.83.23,3,1379263447,2013-09-15
39.195.118.60,1,1379197596,2013-09-15
110.137.92.107,1,1379197956,2013-09-15
209.85.238.97,7,1379263032,2013-09-15
180.249.243.190,1,1379198370,2013-09-15
68.171.236.122,1,1379201284,2013-09-15
180.76.5.139,1,1379202405,2013-09-15
180.76.5.146,1,1379202492,2013-09-15
180.254.132.245,1,1379205819,2013-09-15
5.10.83.76,2,1379210105,2013-09-15
66.249.77.199,4,1379244784,2013-09-15
119.254.11.242,1,1379210655,2013-09-15
157.56.92.148,1,1379213636,2013-09-15
157.55.35.49,2,1379216019,2013-09-15
141.0.10.111,1,1379218667,2013-09-15
202.152.202.183,1,1379227051,2013-09-15
36.69.181.142,2,1379228092,2013-09-15
5.10.83.21,1,1379232285,2013-09-15
178.216.7.240,1,1379233801,2013-09-15
114.79.13.229,1,1379234315,2013-09-15
36.82.77.194,1,1379235635,2013-09-15
118.96.207.252,1,1379236511,2013-09-15
68.171.236.149,1,1379236540,2013-09-15
68.171.236.57,1,1379236647,2013-09-15
180.76.5.192,1,1379236739,2013-09-15
5.10.83.53,1,1379237192,2013-09-15
141.0.9.65,1,1379237615,2013-09-15
180.244.122.80,1,1379238337,2013-09-15
173.193.202.116,1,1379242420,2013-09-15
182.2.119.9,1,1379243299,2013-09-15
5.10.83.12,1,1379243317,2013-09-15
114.141.49.22,1,1379245082,2013-09-15
65.55.24.236,1,1379246966,2013-09-15
5.10.83.57,1,1379248037,2013-09-15
36.73.101.114,5,1379249876,2013-09-15
223.255.230.66,7,1379251701,2013-09-15
202.152.202.248,1,1379251274,2013-09-15
36.70.55.186,1,1379252783,2013-09-15
114.79.0.153,1,1379253397,2013-09-15
36.71.177.11,1,1379257275,2013-09-15
111.17.162.26,1,1379258139,2013-09-15
27.111.50.57,2,1379261739,2013-09-15
192.168.6.190,2,1379262203,2013-09-15
157.55.33.40,1,1379264859,2013-09-16
180.243.224.125,1,1379265349,2013-09-16
5.10.83.19,1,1379269688,2013-09-16
182.3.185.178,2,1379272789,2013-09-16
223.255.231.153,1,1379273143,2013-09-16
66.249.77.199,6,1379300044,2013-09-16
65.55.24.236,3,1379321422,2013-09-16
114.79.19.137,1,1379277165,2013-09-16
114.79.13.164,1,1379278364,2013-09-16
180.247.195.156,1,1379279191,2013-09-16
114.79.28.11,1,1379279703,2013-09-16
139.210.67.206,1,1379280065,2013-09-16
209.85.238.97,6,1379341149,2013-09-16
218.29.68.210,1,1379280394,2013-09-16
115.28.3.25,1,1379280511,2013-09-16
114.79.0.13,2,1379282910,2013-09-16
139.195.55.74,1,1379283225,2013-09-16
206.53.152.168,1,1379286836,2013-09-16
66.249.77.142,2,1379341643,2013-09-16
39.219.208.128,2,1379288410,2013-09-16
103.17.33.162,1,1379306939,2013-09-16
5.10.83.61,1,1379314078,2013-09-16
5.10.83.34,1,1379315149,2013-09-16
180.214.233.85,1,1379316155,2013-09-16
180.254.242.186,1,1379317957,2013-09-16
110.137.119.185,2,1379318869,2013-09-16
103.246.38.196,1,1379319882,2013-09-16
112.215.11.243,1,1379319915,2013-09-16
180.249.56.173,1,1379320052,2013-09-16
192.168.6.190,2,1379321519,2013-09-16
118.99.66.54,1,1379321713,2013-09-16
118.97.247.228,1,1379322291,2013-09-16
5.10.83.105,3,1379341417,2013-09-16
114.79.1.25,1,1379322946,2013-09-16
192.168.6.159,1,1379323935,2013-09-16
202.152.202.231,1,1379324322,2013-09-16
114.79.12.65,2,1379324608,2013-09-16
5.10.83.84,1,1379327212,2013-09-16
110.136.220.29,2,1379327793,2013-09-16
27.111.51.105,1,1379330938,2013-09-16
114.79.28.232,1,1379331119,2013-09-16
36.73.102.208,2,1379332242,2013-09-16
110.138.52.24,1,1379332548,2013-09-16
203.142.86.243,1,1379333516,2013-09-16
202.72.214.202,1,1379333558,2013-09-16
125.167.182.134,1,1379334170,2013-09-16
36.70.51.79,1,1379337661,2013-09-16
157.55.33.31,1,1379338641,2013-09-16
180.242.231.240,9,1379350201,2013-09-16
66.249.74.97,1,1379341881,2013-09-16
5.10.83.79,2,1379344844,2013-09-16
202.152.197.75,3,1379345526,2013-09-16
202.182.54.26,3,1379344166,2013-09-16
111.95.248.116,1,1379345390,2013-09-16
202.149.77.118,1,1379345796,2013-09-16
180.242.173.207,1,1379346032,2013-09-16
114.79.13.145,1,1379349790,2013-09-16
175.239.212.37,1,1379349978,2013-09-16
180.244.226.150,1,1379351507,2013-09-17
65.55.24.236,8,1379431850,2013-09-17
39.230.56.39,1,1379352394,2013-09-17
5.10.83.60,1,1379352883,2013-09-17
5.10.83.84,3,1379434839,2013-09-17
112.215.36.145,2,1379354805,2013-09-17
202.152.202.231,1,1379357775,2013-09-17
209.85.238.97,7,1379436985,2013-09-17
114.79.12.197,1,1379358460,2013-09-17
202.67.41.24,1,1379360332,2013-09-17
182.3.208.145,1,1379362662,2013-09-17
36.76.0.57,2,1379365072,2013-09-17
118.97.212.182,1,1379364921,2013-09-17
5.10.83.105,1,1379366503,2013-09-17
36.70.102.7,1,1379368861,2013-09-17
202.67.40.4,3,1379368942,2013-09-17
66.249.74.91,1,1379370163,2013-09-17
5.10.83.14,1,1379371363,2013-09-17
66.249.77.199,10,1379429935,2013-09-17
223.255.225.3,1,1379372805,2013-09-17
66.249.77.142,2,1379427645,2013-09-17
125.164.229.193,1,1379373581,2013-09-17
68.171.236.247,1,1379378213,2013-09-17
112.215.66.69,1,1379378251,2013-09-17
68.171.236.183,1,1379378374,2013-09-17
68.171.236.240,1,1379378508,2013-09-17
112.5.138.200,1,1379379323,2013-09-17
14.204.57.195,1,1379380537,2013-09-17
178.255.215.70,1,1379389811,2013-09-17
141.0.11.13,1,1379392471,2013-09-17
60.211.238.250,1,1379394691,2013-09-17
112.215.36.144,1,1379403671,2013-09-17
103.3.70.250,1,1379407622,2013-09-17
111.17.162.26,1,1379409494,2013-09-17
114.79.28.87,2,1379411614,2013-09-17
180.252.195.191,1,1379413366,2013-09-17
118.97.190.173,5,1379414886,2013-09-17
182.1.45.71,1,1379414460,2013-09-17
36.72.91.17,1,1379416125,2013-09-17
202.170.48.81,1,1379416211,2013-09-17
180.254.141.99,1,1379418273,2013-09-17
118.99.92.152,1,1379418519,2013-09-17
118.97.116.226,1,1379421386,2013-09-17
139.195.198.42,1,1379422141,2013-09-17
180.244.126.49,1,1379423124,2013-09-17
202.155.149.150,1,1379423697,2013-09-17
65.55.52.112,1,1379423886,2013-09-17
221.13.156.126,1,1379424371,2013-09-17
125.167.180.184,1,1379427422,2013-09-17
180.214.233.34,2,1379427566,2013-09-17
66.249.74.97,1,1379427840,2013-09-17
61.221.219.113,1,1379429765,2013-09-17
39.227.234.12,2,1379431110,2013-09-17
39.224.36.82,2,1379432355,2013-09-17
180.242.231.240,1,1379432859,2013-09-17
85.173.244.200,1,1379434757,2013-09-17
39.225.156.199,1,1379436349,2013-09-17
5.10.83.70,1,1379436870,2013-09-17
202.170.48.81,1,1379438591,2013-09-18
5.10.83.70,1,1379438814,2013-09-18
118.96.215.227,1,1379439924,2013-09-18
66.249.74.97,3,1379513708,2013-09-18
5.10.83.39,1,1379440690,2013-09-18
39.208.69.78,1,1379442072,2013-09-18
118.99.81.159,2,1379443450,2013-09-18
139.194.11.194,3,1379446002,2013-09-18
65.55.24.236,3,1379461926,2013-09-18
39.224.36.82,6,1379447438,2013-09-18
36.81.140.156,1,1379447144,2013-09-18
209.85.238.97,3,1379469418,2013-09-18
206.53.152.170,1,1379449208,2013-09-18
5.10.83.14,2,1379469239,2013-09-18
157.55.35.52,1,1379452704,2013-09-18
36.75.126.84,1,1379452971,2013-09-18
39.230.119.59,1,1379456377,2013-09-18
202.67.41.31,1,1379457080,2013-09-18
202.67.41.30,1,1379457914,2013-09-18
66.249.77.199,3,1379520880,2013-09-18
180.245.191.174,1,1379459376,2013-09-18
198.27.65.192,1,1379459599,2013-09-18
5.10.83.34,1,1379463096,2013-09-18
5.10.83.67,1,1379463501,2013-09-18
157.55.32.102,2,1379470323,2013-09-18
157.55.32.84,1,1379470683,2013-09-18
112.215.36.144,1,1379470839,2013-09-18
66.249.77.142,28,1379508522,2013-09-18
157.55.34.99,5,1379501347,2013-09-18
91.203.96.117,1,1379480617,2013-09-18
5.10.83.84,1,1379482041,2013-09-18
114.120.195.76,1,1379483236,2013-09-18
202.170.48.71,2,1379483747,2013-09-18
36.75.226.45,2,1379486591,2013-09-18
77.2.194.241,1,1379487746,2013-09-18
218.29.68.210,1,1379488380,2013-09-18
216.38.216.101,3,1379489876,2013-09-18
180.247.118.19,2,1379490076,2013-09-18
103.10.66.66,1,1379491942,2013-09-18
112.215.66.77,1,1379493074,2013-09-18
141.0.10.83,1,1379493151,2013-09-18
157.55.35.91,1,1379497374,2013-09-18
36.69.93.237,2,1379498290,2013-09-18
210.210.175.137,2,1379500517,2013-09-18
223.255.230.74,1,1379500615,2013-09-18
180.254.53.7,1,1379501276,2013-09-18
112.215.36.142,1,1379501354,2013-09-18
182.9.165.136,1,1379501698,2013-09-18
204.155.149.26,2,1379503304,2013-09-18
192.168.7.120,1,1379503586,2013-09-18
223.255.225.65,1,1379503837,2013-09-18
91.200.14.59,1,1379507245,2013-09-18
213.214.155.64,1,1379509521,2013-09-18
157.55.34.25,3,1379512031,2013-09-18
65.55.52.87,1,1379512045,2013-09-18
180.246.70.165,1,1379513176,2013-09-18
103.17.77.7,1,1379513243,2013-09-18
39.228.32.6,1,1379513704,2013-09-18
202.77.115.242,1,1379513878,2013-09-18
202.57.2.98,1,1379513922,2013-09-18
124.195.32.154,2,1379515399,2013-09-18
124.195.32.152,2,1379515424,2013-09-18
202.171.13.1,2,1379516556,2013-09-18
180.250.74.75,1,1379516025,2013-09-18
180.242.21.2,1,1379517002,2013-09-18
202.67.44.33,2,1379517087,2013-09-18
202.67.40.21,1,1379519218,2013-09-18
206.53.152.2,1,1379520840,2013-09-18
77.28.162.126,1,1379523204,2013-09-18
202.77.100.88,1,1379524672,2013-09-19
209.85.238.97,6,1379599537,2013-09-19
206.53.152.0,1,1379529518,2013-09-19
141.0.8.27,3,1379530749,2013-09-19
111.94.147.213,1,1379530970,2013-09-19
141.0.9.47,1,1379530994,2013-09-19
180.254.70.47,1,1379532140,2013-09-19
5.39.81.6,1,1379532567,2013-09-19
141.0.9.187,1,1379532616,2013-09-19
157.55.35.32,1,1379536523,2013-09-19
157.55.35.93,1,1379538844,2013-09-19
112.215.66.77,1,1379539515,2013-09-19
112.215.66.70,2,1379592476,2013-09-19
202.170.48.81,1,1379541716,2013-09-19
180.250.27.197,1,1379542500,2013-09-19
112.215.66.74,1,1379542808,2013-09-19
66.249.77.199,9,1379609772,2013-09-19
157.55.35.45,1,1379544298,2013-09-19
36.69.63.31,1,1379545393,2013-09-19
157.55.35.85,3,1379551679,2013-09-19
118.99.115.88,1,1379549650,2013-09-19
141.0.11.151,1,1379552582,2013-09-19
112.215.66.71,1,1379561411,2013-09-19
60.22.54.126,1,1379563756,2013-09-19
157.55.32.114,1,1379568387,2013-09-19
206.53.152.167,1,1379569302,2013-09-19
202.77.112.242,1,1379572475,2013-09-19
112.215.66.68,1,1379578774,2013-09-19
60.211.238.250,1,1379580141,2013-09-19
114.79.12.102,1,1379580946,2013-09-19
125.162.62.193,1,1379582482,2013-09-19
118.96.134.66,1,1379582865,2013-09-19
157.55.32.149,1,1379583229,2013-09-19
180.252.152.75,3,1379585253,2013-09-19
118.99.65.234,9,1379589243,2013-09-19
180.244.177.96,1,1379588641,2013-09-19
118.97.128.179,2,1379588794,2013-09-19
118.99.66.40,1,1379590269,2013-09-19
198.20.69.74,1,1379592080,2013-09-19
115.252.133.185,1,1379593058,2013-09-19
157.55.33.109,3,1379597571,2013-09-19
123.125.71.35,1,1379593670,2013-09-19
66.249.77.142,1,1379594651,2013-09-19
180.243.219.112,1,1379597151,2013-09-19
223.255.230.65,1,1379597902,2013-09-19
65.55.212.82,1,1379599784,2013-09-19
110.139.101.127,1,1379599925,2013-09-19
124.81.3.100,2,1379600478,2013-09-19
202.67.40.22,1,1379604161,2013-09-19
180.253.58.159,1,1379604242,2013-09-19
202.138.243.254,3,1379604657,2013-09-19
68.171.236.228,1,1379607029,2013-09-19
65.55.24.214,1,1379608137,2013-09-19
66.249.77.199,27,1379680190,2013-09-20
157.55.35.82,1,1379610694,2013-09-20
111.68.31.194,1,1379614016,2013-09-20
180.254.241.88,1,1379614196,2013-09-20
68.171.236.129,1,1379614224,2013-09-20
114.113.73.11,1,1379616977,2013-09-20
114.79.2.240,1,1379618443,2013-09-20
114.120.195.75,1,1379618528,2013-09-20
114.79.12.27,1,1379618562,2013-09-20
157.55.34.179,2,1379665456,2013-09-20
209.85.238.97,5,1379688494,2013-09-20
223.255.231.145,2,1379623987,2013-09-20
125.160.104.248,1,1379625033,2013-09-20
202.67.40.10,2,1379625551,2013-09-20
65.55.24.247,2,1379627512,2013-09-20
114.79.3.240,1,1379628044,2013-09-20
112.215.66.79,1,1379629275,2013-09-20
206.53.152.171,1,1379629718,2013-09-20
182.14.144.140,3,1379630549,2013-09-20
39.199.74.186,1,1379631267,2013-09-20
114.79.12.2,1,1379631544,2013-09-20
5.9.113.104,1,1379633164,2013-09-20
46.29.21.152,1,1379633578,2013-09-20
157.56.93.186,1,1379635840,2013-09-20
36.71.187.201,1,1379636308,2013-09-20
157.55.35.45,1,1379637119,2013-09-20
157.55.35.80,2,1379643155,2013-09-20
112.215.66.78,1,1379638418,2013-09-20
66.249.74.97,1,1379640594,2013-09-20
157.55.34.181,2,1379659848,2013-09-20
114.4.23.69,1,1379641492,2013-09-20
120.168.1.224,2,1379642468,2013-09-20
223.255.230.65,2,1379642600,2013-09-20
93.190.16.138,1,1379645380,2013-09-20
66.249.74.91,1,1379655609,2013-09-20
157.55.34.98,1,1379657248,2013-09-20
68.171.236.165,1,1379659091,2013-09-20
39.223.73.113,1,1379662496,2013-09-20
178.33.178.15,1,1379663597,2013-09-20
115.124.69.250,1,1379665107,2013-09-20
180.253.215.127,1,1379665131,2013-09-20
61.94.52.233,1,1379667293,2013-09-20
180.250.31.38,1,1379672305,2013-09-20
222.124.128.125,1,1379673598,2013-09-20
111.94.130.71,1,1379674886,2013-09-20
118.99.115.128,1,1379675926,2013-09-20
114.79.12.238,1,1379677392,2013-09-20
141.0.10.149,1,1379677467,2013-09-20
157.55.33.248,3,1379689605,2013-09-20
192.168.7.97,1,1379678613,2013-09-20
180.249.154.156,1,1379679666,2013-09-20
123.138.99.75,1,1379680747,2013-09-20
123.125.71.103,1,1379680991,2013-09-20
66.249.77.142,4,1379692109,2013-09-20
180.254.247.219,1,1379681851,2013-09-20
192.168.7.18,2,1379687298,2013-09-20
118.96.26.118,1,1379683135,2013-09-20
68.68.96.139,3,1379683755,2013-09-20
114.79.12.127,1,1379684469,2013-09-20
123.119.146.157,1,1379689905,2013-09-20
114.4.21.212,3,1379692408,2013-09-20
110.138.65.227,4,1379693349,2013-09-20
182.0.35.165,3,1379694577,2013-09-20
111.68.24.76,1,1379695940,2013-09-20
202.83.217.226,1,1379697600,2013-09-21
209.85.238.97,8,1379781105,2013-09-21
112.5.138.200,1,1379700809,2013-09-21
66.249.77.142,9,1379762153,2013-09-21
125.166.217.96,3,1379701893,2013-09-21
36.83.8.63,1,1379702294,2013-09-21
202.67.40.29,1,1379702919,2013-09-21
157.55.35.105,1,1379703362,2013-09-21
157.55.34.74,1,1379704463,2013-09-21
192.168.6.239,1,1379707970,2013-09-21
180.253.244.94,5,1379709747,2013-09-21
66.249.74.91,1,1379709903,2013-09-21
36.72.150.39,1,1379710435,2013-09-21
157.56.93.71,1,1379711912,2013-09-21
5.10.83.89,4,1379762849,2013-09-21
180.244.81.75,2,1379715769,2013-09-21
66.249.77.199,4,1379735920,2013-09-21
157.56.93.62,2,1379722427,2013-09-21
5.10.83.78,2,1379750176,2013-09-21
157.55.35.99,7,1379778723,2013-09-21
180.254.15.191,1,1379729334,2013-09-21
5.10.83.91,1,1379730883,2013-09-21
110.137.162.206,2,1379731729,2013-09-21
209.131.38.131,1,1379736918,2013-09-21
209.131.39.53,1,1379736918,2013-09-21
184.82.159.170,1,1379738465,2013-09-21
